209790.070210816,905873.236533275
351094.254458752,1520026.5589203
428939.948083948,1864640.59914417
908807.292039398,3953761.61751544
363291.620934427,1567982.25962036
346815.306564966,1501443.81859596
143595.450069666,621750.10309563
211289.275225332,912196.881307713
254058.532997617,1099975.8004058
259062.304228264,1121551.55536698
310397.236214349,1343378.92046275
260582.840387861,1128365.47685275
336049.974645317,1460627.13007383
175221.016068581,756037.890553022
203481.772533177,881239.271238003
170742.884659978,736759.342704915
174494.851452947,752894.898821652
233424.998535117,1007290.30553403
200930.320418321,872777.748969059
256722.128583469,1111544.33406873
315615.604731617,1366034.77059747
201096.568765042,868341.490802446
164117.807692573,707985.436845053
240860.150389344,1039476.68295696
142402.727058919,615364.676488316
603089.470592438,2612777.70224727
274553.513188658,1181423.3471373
157648.007658359,677915.176204612
271649.018605985,1176381.65927735
182575.762884786,788167.065732638
235898.865310875,1017999.19306868
513694.905733019,2217486.53459295
439656.66235494,1899350.42885524
322896.570292151,1403281.49276241
255392.375555843,1105923.63602629
260982.686295967,1133402.60070845
224065.621711898,966688.443776533
139130.680113767,600576.817210899
231099.296692675,997037.087531334
292644.401420237,1271476.90165048
295798.159714788,1282772.68346681
292401.33951171,1266541.03480238
196065.693238657,846393.129592556
192219.894882535,832279.543595925
360334.492769904,1560157.73737741
190917.825746543,824178.803944824
157382.440726515,681736.46062502
180217.195720708,775399.037459823
417821.444962104,1804375.21391018
227274.656631263,980531.006577856
345315.748904252,1494931.66454406
403181.828126886,1746206.84855943
199261.994454054,860314.867647357
204930.909381703,891550.905074368
272936.352600443,1185812.8255537
737128.224561283,3205849.05098285
252822.489767433,1091318.38517368
187544.674275905,811860.610132172
134380.979460615,579957.081220122
194843.21832041,843791.847045953
234920.360174515,1013763.39276382
175427.43818778,757037.256602353
316370.247791134,1369375.06276832
217794.086934863,946310.783379375
286910.009782516,1242681.70612297
178846.914440189,774310.850430412
175824.626053363,758756.632517473
195887.079023009,848326.560038128
172199.133779462,743062.789325792
471803.617624887,2043374.56639944
264974.361618681,1147387.81083512
189109.910495327,818848.527591943
236362.453427153,1022180.41592766
177796.606468288,767185.909078991
328198.503827576,1416267.87950614
391092.117925033,1693763.55109082
226174.034965524,975904.35137163
381579.619958035,1652593.4247567
185881.347197786,804788.002549061
567863.526508374,2467694.21517874
139544.690462673,601864.989453991
205149.522210238,884834.881769453
162718.276330316,704406.267158418
224078.724781637,966745.150948906
167654.370140804,723289.898351187
220389.316101213,950778.621650955
277150.148448626,1196561.21833081
231143.146047464,997273.371693129
132990.904768127,573939.211865726
342191.828895035,1476845.44736638
278505.345667853,1206110.71823469
190285.192297859,821477.572847981
279241.859427055,1209366.68095995
186551.171120013,805194.984560253
540728.260731215,2341701.60015004
165241.070600138,710737.378262966
201654.908653177,870597.51793629
191416.140371306,826336.717105887
210449.588861503,907809.332651875
171723.358635439,743167.359374983
299698.729907291,1292916.73554014
181627.388616679,783950.550491991
205272.644308956,889060.966286255
271633.685615458,1180080.52688186
206046.85594939,889494.076067958
333957.171643281,1445607.47618065
340165.171233627,1468139.96735612
276275.44098768,1196479.54931685
728494.620247039,3157787.64962513
232328.963174833,1004191.49527413
459907.098965366,1993671.46585631
290685.386680269,1259143.95119129
237542.128731029,1024969.32602329
133167.396748984,573276.580581855
401208.248027498,1737875.55608016
282387.737802638,1228526.45303454
176356.123954812,763280.008634404
198557.090215183,857181.991437549
210284.686297874,910964.778626894
447759.98806386,1941691.57310711
354420.52605125,1534615.62445982
222116.831989999,958209.937358526
174113.542055556,751244.528653364
535849.656641026,2330514.71992555
187023.67889965,807278.456098081
224649.446607016,976373.755328136
243507.688216403,1050938.48748973
237405.591991846,1024521.69148616
269997.886871511,1169209.14697337
585215.412345708,2535458.17784791
244282.265565597,1061930.30093581
433577.405545118,1884027.06673798
167343.171048601,721943.144627308
332728.638207279,1435744.17816953
155725.73906442,669623.425381871
76032.0150321509,330442.81574779
220005.132728348,949204.592528975
316787.352269063,1372512.59536681
191633.235290819,827199.668153794
318114.063366804,1376818.17071588
199078.598548456,862030.703139494
226086.945496858,975254.439327896
179256.859143443,773506.596506938
387367.36916291,1680106.83366895
125326.497013367,539112.204007587
188564.348460956,816440.791961172
241267.204673108,1041190.32593606
223772.105811783,968373.043922387
146847.391498682,633934.754239644
223133.671828772,965556.574718841
281550.987950494,1219398.61747884
129894.972892965,558826.697103524
257791.177803579,1116187.53636454
262795.082587423,1134343.74924853
240842.480402473,1039351.70873685
172584.60182653,744731.334818649
163872.49484233,706923.88428119
193858.955048957,836954.426967116
116719.340407663,506737.95015079
231177.395027905,994470.857076467
362394.267044232,1569103.96144088
182916.43110311,789458.173115033
800404.836633392,3471862.56216765
220770.661872147,952384.498738884
125830.71214096,541287.951333725
256063.881296752,1108633.68857013
377893.916884576,1636733.99961174
175172.663501854,755828.609305952
191233.606933022,822835.30326544
264318.722256273,1144539.920122
272389.512534947,1179653.42692716
167355.048105687,721994.543961795
133333.422252027,575422.010055436
250688.183003124,1086489.54724117
171438.720500893,737410.77339801
473532.584199277,2051218.58054643
184594.916102985,796725.148231476
216409.787813286,937451.901286764
233633.88270249,1004836.88952829
126106.965945018,542480.03039889
168855.429982553,728555.669615046
346081.276877146,1498256.12462797
201960.652972856,872124.983023728
184074.037690963,796790.138129999
240284.797487092,1036937.53337304
343837.718908382,1488513.08542564
192316.740343567,830275.464887002
187952.943186518,816276.059809362
173582.247087193,749049.818058621
394850.063673912,1710408.79576833
225628.794569979,973544.392150727
196890.684436126,852686.468163107
256733.015037642,1111591.61690971
191138.218394222,825171.681552092
218583.263751955,946896.582818302
176514.506347305,761743.065651003
263306.946872769,1140145.13008974
359303.902938064,1563149.84805209
167890.421854857,724412.803469905
227613.413945281,981951.272121383
